	ENST_Nested	ENST_Host	geneChr_Nested	geneStart_Nested	geneEnd_Nested	SYMBOL_Nested	Strand_Nested	biotype_Nested	geneChr_Host	geneStart_Host	geneEnd_Host	SYMBOL_Host	Strand_Host	biotype_Host	Overlap_size	Strandness	pairid	seqnames	start	end	width	strand	V5	annotation	genic	Intergenic	Promoter	fiveUTR	threeUTR	Exon	Intron	downstream	distal_intergenic	exon_intron_number	exon_intron_total_number
2184	ENSMUST00000123610.1	ENSMUST00000030784.13	chr5	24873543	24875934	Prkag2os2	+	antisense	chr5	24862743	25100642	Prkag2	-	protein_coding	2391	opposite	7075_ID	chr5	24873544	24875934	2391	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	10	16
2213	ENSMUST00000124462.2	ENSMUST00000116102.8	chr11	103344752	103350124	Arhgap27os3	+	antisense	chr11	103331497	103363692	Arhgap27	-	protein_coding	5372	opposite	510_ID	chr11	103344753	103350124	5372	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	16
2239	ENSMUST00000125577.1	ENSMUST00000106334.8	chr11	117789896	117791313	Gm11724	-	antisense	chr11	117782314	117793110	Tmc8	+	protein_coding	1417	opposite	991_ID	chr11	117789897	117791313	1417	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	10	16
2263	ENSMUST00000126902.1	ENSMUST00000107153.2	chr7	97598348	97645112	Rsf1os1	-	antisense	chr7	97579896	97692778	Rsf1	+	protein_coding	46764	opposite	7141_ID	chr7	97598349	97645112	46764	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	16
2303	ENSMUST00000128415.2	ENSMUST00000038648.10	chr9	105333512	105348916	Gm15619	+	antisense	chr9	105162155	105395524	Nek11	-	protein_coding	15404	opposite	1342_ID	chr9	105333513	105348916	15404	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	16
2378	ENSMUST00000131304.1	ENSMUST00000207962.1	chrX	112011006	112093089	Tex16	+	protein_coding	chrX	111891388	112240590	Gm45194	+	protein_coding	116320	same	7419_ID	chrX	112011007	112093089	82083	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	6	16
2464	ENSMUST00000134640.1	ENSMUST00000044773.11	chr4	45234722	45243990	Frmpd1os	-	antisense	chr4	45184905	45285936	Frmpd1	+	protein_coding	9268	opposite	816_ID	chr4	45234723	45243990	9268	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	16
2489	ENSMUST00000135936.1	ENSMUST00000110690.8	chr15	4069225	4072032	Gm15632	-	antisense	chr15	4026382	4155344	Oxct1	+	protein_coding	2807	opposite	1347_ID	chr15	4069226	4072032	2807	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	7	16
2509	ENSMUST00000136794.1	ENSMUST00000110007.7	chr2	145550651	145554982	Gm14092	-	antisense	chr2	145167753	145642166	Slc24a3	+	protein_coding	4331	opposite	1194_ID	chr2	145550652	145554982	4331	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	16
2518	ENSMUST00000137175.1	ENSMUST00000059595.10	chr11	107994021	107994631	Gm11657	+	antisense	chr11	107933386	108343928	Prkca	-	protein_coding	610	opposite	977_ID	chr11	107994022	107994631	610	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	8	16
2533	ENSMUST00000137593.1	ENSMUST00000140278.7	chr13	29235776	29236620	Gm11364	-	sense_intronic	chr13	29191745	29855647	Cdkal1	-	protein_coding	844	same	948_ID	chr13	29235777	29236620	844	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	15	16
2554	ENSMUST00000138377.1	ENSMUST00000102911.9	chr4	53562982	53564697	1700060J05Rik	-	antisense	chr4	53440412	53622478	Slc44a1	+	protein_coding	1715	opposite	71_ID	chr4	53562983	53564697	1715	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	15	16
2564	ENSMUST00000138626.1	ENSMUST00000021005.14	chr12	30059656	30062113	Gm15691	+	antisense	chr12	30054658	30132624	Tpo	-	protein_coding	2457	opposite	1365_ID	chr12	30059657	30062113	2457	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	16	16
2626	ENSMUST00000141307.1	ENSMUST00000060797.9	chr6	145182274	145187630	Gm15543	+	antisense	chr6	145174833	145210970	Casc1	-	protein_coding	5356	opposite	1320_ID	chr6	145182275	145187630	5356	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	10	16
2670	ENSMUST00000143227.1	ENSMUST00000110067.7	chr2	141229669	141235426	Macrod2os2	-	antisense	chr2	140395308	142392966	Macrod2	+	protein_coding	5757	opposite	5729_ID	chr2	141229670	141235426	5757	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	16
2690	ENSMUST00000143888.1	ENSMUST00000030902.12	chr4	154550281	154557645	Gm13133	+	antisense	chr4	154316124	154636866	Prdm16	-	protein_coding	7364	opposite	1107_ID	chr4	154550282	154557645	7364	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	16
2702	ENSMUST00000144347.1	ENSMUST00000030902.12	chr4	154601196	154604202	Gm13134	+	antisense	chr4	154316124	154636866	Prdm16	-	protein_coding	3006	opposite	1108_ID	chr4	154601197	154604202	3006	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	16
2712	ENSMUST00000144719.8	ENSMUST00000126170.3	chrX	7573599	7581027	Flicr	+	antisense	chrX	7558601	7605381	Gm36995	-	processed_transcript	7428	opposite	806_ID	chrX	7573600	7581027	7428	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	14	16
2736	ENSMUST00000145579.1	ENSMUST00000110007.7	chr2	145337647	145379381	Gm14093	+	sense_intronic	chr2	145167753	145642166	Slc24a3	+	protein_coding	41734	same	1195_ID	chr2	145337648	145379381	41734	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	16
2835	ENSMUST00000149839.1	ENSMUST00000048001.7	chr13	93706181	93719175	AW495222	-	antisense	chr13	93674432	93752833	Dmgdh	+	protein_coding	12994	opposite	532_ID	chr13	93706182	93719175	12994	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	7	16
2849	ENSMUST00000150472.1	ENSMUST00000134703.7	chr15	78911965	78913660	1700027A07Rik	-	antisense	chr15	78899666	78919032	Gm49510	+	protein_coding	1695	opposite	45_ID	chr15	78911966	78913660	1695	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	16	16
2867	ENSMUST00000151538.1	ENSMUST00000110067.7	chr2	141230430	141286991	Macrod2os1	-	antisense	chr2	140395308	142392966	Macrod2	+	protein_coding	56561	opposite	5728_ID	chr2	141230431	141286991	56561	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	16
2882	ENSMUST00000152043.2	ENSMUST00000135986.8	chr9	121820288	121831193	Gm17163	+	antisense	chr9	121797626	121839461	Ccdc13	-	protein_coding	10905	opposite	1649_ID	chr9	121820289	121831193	10905	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	16
2927	ENSMUST00000153669.1	ENSMUST00000029964.11	chr4	28814296	28815076	Gm11915	-	antisense	chr4	28813130	28967499	Epha7	+	protein_coding	780	opposite	1009_ID	chr4	28814297	28815076	780	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	16
2947	ENSMUST00000154338.1	ENSMUST00000073957.7	chr5	14056437	14074157	Gm4128	-	antisense	chr5	14025275	14256689	Sema3e	+	protein_coding	17720	opposite	4575_ID	chr5	14056438	14074157	17720	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	16
2970	ENSMUST00000155505.1	ENSMUST00000106334.8	chr11	117783325	117785055	Gm11723	-	antisense	chr11	117782314	117793110	Tmc8	+	protein_coding	1730	opposite	990_ID	chr11	117783326	117785055	1730	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	16
3052	ENSMUST00000157166.1	ENSMUST00000209346.1	chr5	99655700	99655832	Gm25969	+	snoRNA	chr5	99217425	99728812	Rasgef1b	-	protein_coding	132	opposite	3510_ID	chr5	99655701	99655832	132	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	16
3140	ENSMUST00000157394.1	ENSMUST00000037181.15	chr12	66561253	66561372	Gm23826	-	snoRNA	chr12	66466059	67222549	Mdga2	-	protein_coding	119	same	2601_ID	chr12	66561254	66561372	119	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	16
3209	ENSMUST00000157588.1	ENSMUST00000110007.7	chr2	145481406	145481731	Gm22390	-	misc_RNA	chr2	145167753	145642166	Slc24a3	+	protein_coding	325	opposite	1987_ID	chr2	145481407	145481731	325	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	16
3298	ENSMUST00000157817.1	ENSMUST00000091829.3	chr13	9109304	9109599	Gm23553	+	misc_RNA	chr13	9093981	9174451	Larp4b	+	protein_coding	295	same	2474_ID	chr13	9109305	9109599	295	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	16
3321	ENSMUST00000157874.1	ENSMUST00000086876.6	chr17	55661636	55661741	Gm22654	+	snRNA	chr17	55651950	55712578	Pot1b	-	protein_coding	105	opposite	2094_ID	chr17	55661637	55661741	105	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	15	16
3388	ENSMUST00000158036.1	ENSMUST00000053506.7	chr19	4904672	4904782	Gm25334	+	snRNA	chr19	4886877	4906628	Bbs1	-	protein_coding	110	opposite	3234_ID	chr19	4904673	4904782	110	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	16
3412	ENSMUST00000158083.1	ENSMUST00000034560.13	chr9	50887949	50888055	Gm25558	+	snRNA	chr9	50856923	50894229	Ppp2r1b	+	protein_coding	106	same	3332_ID	chr9	50887950	50888055	106	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	15	16
3413	ENSMUST00000158086.1	ENSMUST00000110007.7	chr2	145352842	145352936	Gm22731	+	rRNA	chr2	145167753	145642166	Slc24a3	+	protein_coding	94	same	2135_ID	chr2	145352843	145352936	94	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	16
3451	ENSMUST00000158195.1	ENSMUST00000238801.1	chr12	109689476	109689544	Gm25224	+	snoRNA	chr12	109678087	109714212	B830012L14Rik	+	lincRNA	68	same	3185_ID	chr12	109689477	109689544	68	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	12	16
3472	ENSMUST00000158235.1	ENSMUST00000023497.2	chr16	33105360	33105445	Mir1947	+	miRNA	chr16	33062520	33127695	Lmln	+	protein_coding	85	same	5895_ID	chr16	33105361	33105445	85	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	13	16
3492	ENSMUST00000158291.1	ENSMUST00000166384.7	chr1	9834497	9834602	Gm22607	-	snRNA	chr1	9798106	9900843	Sgk3	+	protein_coding	105	opposite	2077_ID	chr1	9834498	9834602	105	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	16
3506	ENSMUST00000158333.1	ENSMUST00000070607.8	chr4	86586452	86586583	Scarna8	-	scaRNA	chr4	86578854	86612055	Haus6	-	protein_coding	131	same	7160_ID	chr4	86586453	86586583	131	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	12	16
3521	ENSMUST00000158367.1	ENSMUST00000064405.7	chr16	63747436	63747534	Gm22769	-	snRNA	chr16	63543533	63864158	Epha3	-	protein_coding	98	same	2154_ID	chr16	63747437	63747534	98	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	16
3565	ENSMUST00000158480.1	ENSMUST00000024851.9	chr17	71506435	71506543	Gm23115	-	rRNA	chr17	71496099	71526857	Ndc80	-	protein_coding	108	same	2289_ID	chr17	71506436	71506543	108	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	12	16
3587	ENSMUST00000158552.1	ENSMUST00000088546.11	chrX	68684147	68684275	Gm22435	-	snoRNA	chrX	68678540	68717963	Fmr1	+	protein_coding	128	opposite	2005_ID	chrX	68684148	68684275	128	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	16
3601	ENSMUST00000158589.1	ENSMUST00000069965.8	chr10	93162784	93162903	Mir1931	+	miRNA	chr10	93160889	93241328	Cdk17	+	protein_coding	119	same	5882_ID	chr10	93162785	93162903	119	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	16
3610	ENSMUST00000158614.1	ENSMUST00000025217.10	chr18	34941233	34941300	Gm22200	-	snoRNA	chr18	34937413	34954357	Hspa9	-	protein_coding	67	same	1908_ID	chr18	34941234	34941300	67	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	11	16
3611	ENSMUST00000158616.1	ENSMUST00000112027.8	chr14	31536956	31537258	Gm24057	-	misc_RNA	chr14	31523081	31577383	Colq	-	protein_coding	302	same	2689_ID	chr14	31536957	31537258	302	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	11	16
3656	ENSMUST00000158693.1	ENSMUST00000110067.7	chr2	142381987	142382291	Gm23179	+	misc_RNA	chr2	140395308	142392966	Macrod2	+	protein_coding	304	same	2318_ID	chr2	142381988	142382291	304	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	16	16
3664	ENSMUST00000158718.1	ENSMUST00000021177.14	chr11	117132489	117132817	Gm22667	+	misc_RNA	chr11	117115171	117159265	Sec14l1	+	protein_coding	328	same	2101_ID	chr11	117132490	117132817	328	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	16
3666	ENSMUST00000158720.1	ENSMUST00000065425.11	chr1	69921472	69921747	Gm22665	-	misc_RNA	chr1	69826987	70725132	Spag16	+	protein_coding	275	opposite	2100_ID	chr1	69921473	69921747	275	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	16
3681	ENSMUST00000158767.1	ENSMUST00000120274.7	chr10	3934768	3934877	Gm23023	-	rRNA	chr10	3740363	3967303	Plekhg1	+	protein_coding	109	opposite	2248_ID	chr10	3934769	3934877	109	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	7	16
3688	ENSMUST00000158792.1	ENSMUST00000029353.8	chr3	69085104	69085447	Gm22009	-	scaRNA	chr3	69067148	69127113	Kpna4	-	protein_coding	343	same	1815_ID	chr3	69085105	69085447	343	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	12	16
3707	ENSMUST00000158840.1	ENSMUST00000115148.8	chr9	34960018	34960148	Gm23702	+	rRNA	chr9	34486125	35035280	Kirrel3	+	protein_coding	130	same	2544_ID	chr9	34960019	34960148	130	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	5	16
3710	ENSMUST00000158851.1	ENSMUST00000019135.13	chr11	115601655	115601762	Gm25364	+	snRNA	chr11	115584254	115604051	Gga3	-	protein_coding	107	opposite	3254_ID	chr11	115601656	115601762	107	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	16
3769	ENSMUST00000159244.1	ENSMUST00000209346.1	chr5	99625835	99627062	4930405H06Rik	+	antisense	chr5	99217425	99728812	Rasgef1b	-	protein_coding	1227	opposite	187_ID	chr5	99625836	99627062	1227	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	16
3786	ENSMUST00000159796.1	ENSMUST00000127664.1	chr8	124324777	124331795	Gm15775	-	antisense	chr8	119910840	124345722	Galnt2l	+	protein_coding	7018	opposite	1385_ID	chr8	124324778	124331795	7018	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	7	16
3797	ENSMUST00000160088.1	ENSMUST00000209346.1	chr5	99509943	99510682	Gm16227	-	sense_intronic	chr5	99217425	99728812	Rasgef1b	-	protein_coding	739	same	1542_ID	chr5	99509944	99510682	739	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	16
3800	ENSMUST00000160096.1	ENSMUST00000209346.1	chr5	99682409	99715772	Gm16226	+	antisense	chr5	99217425	99728812	Rasgef1b	-	protein_coding	33365	opposite	1541_ID	chr5	99682410	99715772	33363	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	16
3824	ENSMUST00000160604.1	ENSMUST00000106236.8	chr3	141662888	141682900	Gm15689	-	antisense	chr3	141465215	141834924	Unc5c	+	protein_coding	20012	opposite	1363_ID	chr3	141662889	141682900	20012	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	16
3869	ENSMUST00000161819.1	ENSMUST00000124499.7	chr14	75197072	75199271	Gm15629	-	antisense	chr14	75131553	75229796	Lcp1	+	protein_coding	2199	opposite	1346_ID	chr14	75197073	75199271	2199	*	-	Exon	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	2	16
3875	ENSMUST00000161943.1	ENSMUST00000162746.1	chr1	164143431	164146366	Gm16587	-	antisense	chr1	164115263	164150026	Selp	+	protein_coding	2935	opposite	1600_ID	chr1	164143432	164146366	2935	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	12	16
3889	ENSMUST00000162325.1	ENSMUST00000127664.1	chr8	124305131	124306507	1810008B01Rik	-	antisense	chr8	119910840	124345722	Galnt2l	+	protein_coding	1376	opposite	110_ID	chr8	124305132	124306507	1376	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	3	16
3909	ENSMUST00000163009.1	ENSMUST00000163075.7	chr10	81301700	81302917	Gm16315	-	antisense	chr10	81292962	81319972	Pip5k1c	+	protein_coding	1217	opposite	1569_ID	chr10	81301701	81302917	1217	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	16
4035	ENSMUST00000170557.1	ENSMUST00000005256.13	chr15	66929606	66931107	Gm17035	+	antisense	chr15	66929317	66969640	Ndrg1	-	protein_coding	1501	opposite	1616_ID	chr15	66929607	66931107	1501	*	+	Exon	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	16	16
4072	ENSMUST00000172544.7	ENSMUST00000110067.7	chr2	140650913	140671450	Flrt3	-	protein_coding	chr2	140395308	142392966	Macrod2	+	protein_coding	20556	opposite	808_ID	chr2	140650914	140671450	20537	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	16
4082	ENSMUST00000173178.2	ENSMUST00000172403.8	chr15	79314195	79316658	Gm20420	+	antisense	chr15	79286231	79328253	Pla2g6	-	protein_coding	2463	opposite	1744_ID	chr15	79314196	79316658	2463	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	16
4131	ENSMUST00000174861.1	ENSMUST00000171549.8	chr6	124732167	124738040	Gm20531	+	antisense	chr6	124720706	124738714	Ptpn6	-	protein_coding	5873	opposite	1764_ID	chr6	124732168	124738040	5873	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	2	16
4221	ENSMUST00000175097.1	ENSMUST00000136451.7	chrX	20823736	20823814	Gm24824	-	miRNA	chrX	20797813	20860497	Araf	+	protein_coding	78	opposite	3024_ID	chrX	20823737	20823814	78	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	16
4242	ENSMUST00000175157.1	ENSMUST00000112471.8	chrX	159449276	159449385	Gm23806	+	rRNA	chrX	159414571	159498757	Map7d2	+	protein_coding	109	same	2593_ID	chrX	159449277	159449385	109	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	3	16
4276	ENSMUST00000175238.1	ENSMUST00000112498.2	chr17	78302660	78302746	Gm25069	+	miRNA	chr17	78200247	78376592	Crim1	+	protein_coding	86	same	3118_ID	chr17	78302661	78302746	86	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	16
4335	ENSMUST00000175348.1	ENSMUST00000183144.7	chr12	109743157	109743237	Gm24321	-	miRNA	chr12	109729763	109749458	Mirg	+	lincRNA	80	opposite	2809_ID	chr12	109743158	109743237	80	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	13	16
4339	ENSMUST00000175356.1	ENSMUST00000030984.13	chr5	35021048	35021115	Mir3097	+	miRNA	chr5	34949444	35033595	Rgs12	+	protein_coding	67	same	6053_ID	chr5	35021049	35021115	67	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	16
4389	ENSMUST00000175465.2	ENSMUST00000076349.11	chrX	41654233	41654318	Gm22413	+	miRNA	chrX	41401303	41678601	Gria3	+	protein_coding	85	same	1995_ID	chrX	41654234	41654318	85	*	+	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	13	16
4400	ENSMUST00000175483.1	ENSMUST00000238801.1	chr12	109711778	109711890	Gm25750	-	miRNA	chr12	109678087	109714212	B830012L14Rik	+	lincRNA	112	opposite	3411_ID	chr12	109711779	109711890	112	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	16	16
4401	ENSMUST00000175485.1	ENSMUST00000075316.9	chr3	80692202	80692313	Gm25749	-	miRNA	chr3	80681449	80802835	Gria2	-	protein_coding	111	same	3410_ID	chr3	80692203	80692313	111	*	-	Exon	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	13	16
4437	ENSMUST00000175550.2	ENSMUST00000238801.1	chr12	109710644	109710693	Mir299b	-	miRNA	chr12	109678087	109714212	B830012L14Rik	+	lincRNA	49	opposite	5998_ID	chr12	109710645	109710693	49	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	16	16
4442	ENSMUST00000175561.1	ENSMUST00000055195.10	chr5	29336779	29336846	Gm23801	-	miRNA	chr5	29229801	29378384	Lmbr1	-	protein_coding	67	same	2590_ID	chr5	29336780	29336846	67	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	4	16
4464	ENSMUST00000175610.1	ENSMUST00000183144.7	chr12	109747877	109747960	Mir3072	+	miRNA	chr12	109729763	109749458	Mirg	+	lincRNA	83	same	6025_ID	chr12	109747878	109747960	83	*	+	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	15	16
4524	ENSMUST00000177127.1	ENSMUST00000176161.7	chr14	67324893	67335928	1700120O09Rik	-	processed_transcript	chr14	67233585	67430918	Ebf2	+	protein_coding	11035	opposite	101_ID	chr14	67324894	67335928	11035	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	7	16
4568	ENSMUST00000177799.1	ENSMUST00000189408.1	chr7	59386080	59386159	Gm26498	-	snoRNA	chr7	59384596	59411173	Snhg14	-	processed_transcript	79	same	3735_ID	chr7	59386081	59386159	79	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	16	16
4635	ENSMUST00000178338.1	ENSMUST00000189408.1	chr7	59393560	59393639	Gm24866	-	snoRNA	chr7	59384596	59411173	Snhg14	-	processed_transcript	79	same	3043_ID	chr7	59393561	59393639	79	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	8	16
4637	ENSMUST00000178362.1	ENSMUST00000189408.1	chr7	59387952	59388031	Gm23660	-	snoRNA	chr7	59384596	59411173	Snhg14	-	processed_transcript	79	same	2532_ID	chr7	59387953	59388031	79	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	14	16
4646	ENSMUST00000178405.1	ENSMUST00000189408.1	chr7	59389819	59389898	Gm23933	-	snoRNA	chr7	59384596	59411173	Snhg14	-	processed_transcript	79	same	2636_ID	chr7	59389820	59389898	79	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	12	16
4652	ENSMUST00000178431.1	ENSMUST00000189408.1	chr7	59409062	59409141	Gm24799	-	snoRNA	chr7	59384596	59411173	Snhg14	-	processed_transcript	79	same	3015_ID	chr7	59409063	59409141	79	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	2	16
4677	ENSMUST00000178674.1	ENSMUST00000189408.1	chr7	59405329	59405408	Gm22348	-	snoRNA	chr7	59384596	59411173	Snhg14	-	processed_transcript	79	same	1974_ID	chr7	59405330	59405408	79	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	6	16
4680	ENSMUST00000178681.1	ENSMUST00000023550.8	chr16	35440253	35440363	Gm25548	-	miRNA	chr16	35397311	35490873	Pdia5	-	protein_coding	110	same	3323_ID	chr16	35440254	35440363	110	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	7	16
4731	ENSMUST00000179100.1	ENSMUST00000189408.1	chr7	59410932	59411011	Gm24088	-	snoRNA	chr7	59384596	59411173	Snhg14	-	processed_transcript	79	same	2703_ID	chr7	59410933	59411011	79	*	-	Intron	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	1	16
