"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"Transcript_length"
"chrX"	135383121	135499049	"ENST00000394143.6_5"	"ADGRG4"	"+"	"protein_coding"	115928
"chr9"	26947036	27062923	"ENST00000433700.5_1"	"IFT74"	"+"	"protein_coding"	115887
"chrX"	43625856	43741696	"ENST00000378069.5_4"	"MAOB"	"-"	"protein_coding"	115840
"chr13"	25338306	25454059	"ENST00000255324.10_2"	"RNF17"	"+"	"protein_coding"	115753
"chr5"	322701	438406	"ENST00000316418.10_4"	"AHRR"	"+"	"protein_coding"	115705
"chr7"	143104905	143220542	"ENST00000429289.5_1"	"EPHA1-AS1"	"+"	"lncRNA"	115637
"chr2"	206547223	206662857	"ENST00000360409.7_3"	"NRP2"	"+"	"protein_coding"	115634
"chr3"	14860468	14976078	"ENST00000285046.10_4"	"FGD5"	"+"	"protein_coding"	115610
"chr4"	166128712	166244299	"ENST00000226725.11_3"	"KLHL2"	"+"	"protein_coding"	115587
"chr1"	90286590	90402170	"ENST00000337338.9_2"	"LRRC8D"	"+"	"protein_coding"	115580
"chr8"	141530254	141645732	"ENST00000220592.10_5"	"AGO2"	"-"	"protein_coding"	115478
"chr6"	41902671	42018095	"ENST00000511642.5_3"	"CCND3"	"-"	"protein_coding"	115424
"chr15"	91073154	91188577	"ENST00000268184.11_3"	"CRTC3"	"+"	"protein_coding"	115423
"chr14"	31091509	31206900	"ENST00000678124.1_1"	"SCFD1"	"+"	"protein_coding"	115391
"chrX"	132434130	132549517	"ENST00000370828.4_4"	"GPC4"	"-"	"protein_coding"	115387
"chrX"	135747708	135863091	"ENST00000250617.7_4"	"ARHGEF6"	"-"	"protein_coding"	115383
"chr12"	124457761	124573140	"ENST00000618862.2_2"	"AC068790.8"	"+"	"lncRNA"	115379
"chrX"	18257432	18372808	"ENST00000251900.9_4"	"SCML2"	"-"	"protein_coding"	115376
"chr12"	117176095	117291436	"ENST00000407967.7_1"	"RNFT2"	"+"	"protein_coding"	115341
"chr13"	100494132	100609421	"ENST00000670575.1_3"	"AL137139.2"	"-"	"lncRNA"	115289
"chr4"	39068593	39183878	"ENST00000668468.1_3"	"AC079921.1"	"-"	"lncRNA"	115285
"chr1"	58881055	58996334	"ENST00000467509.5_3"	"OMA1"	"-"	"processed_transcript"	115279
"chr12"	122516627	122631894	"ENST00000319080.7"	"MLXIP"	"+"	"protein_coding"	115267
"chr2"	225334866	225450114	"ENST00000344951.8_3"	"CUL3"	"-"	"protein_coding"	115248
"chr2"	203764279	203879521	"ENST00000477723.1_3"	"WDR12"	"-"	"processed_transcript"	115242
"chr7"	44258949	44374176	"ENST00000497584.5_3"	"CAMK2B"	"-"	"processed_transcript"	115227
"chr3"	121150273	121265488	"ENST00000621776.4_6"	"POLQ"	"-"	"protein_coding"	115215
"chr10"	66662195	66777397	"ENST00000655566.1_3"	"LINC02671"	"-"	"lncRNA"	115202
"chr8"	31133130	31248321	"ENST00000670110.1_1"	"AC068672.2"	"+"	"lncRNA"	115191
"chr13"	55146491	55261682	"ENST00000663979.1_1"	"AL442636.1"	"+"	"lncRNA"	115191
"chrX"	100673274	100788446	"ENST00000433011.5_1"	"ARMCX4"	"+"	"nonsense_mediated_decay"	115172
"chr14"	38725406	38840542	"ENST00000655453.1_1"	"AL355835.1"	"+"	"lncRNA"	115136
"chrX"	101854464	101969599	"ENST00000486740.6_2"	"ARMCX5-GPRASP2"	"+"	"lncRNA"	115135
"chr4"	108784823	108899955	"ENST00000656249.1_3"	"CYP2U1-AS1"	"-"	"lncRNA"	115132
"chr1"	22148736	22263803	"ENST00000374695.8_4"	"HSPG2"	"-"	"protein_coding"	115067
"chr12"	46931284	47046333	"ENST00000607353.1_1"	"AC008035.1"	"+"	"lncRNA"	115049
"chr11"	69066740	69181771	"ENST00000544781.1"	"MYEOV"	"+"	"retained_intron"	115031
"chr9"	32886598	33001606	"ENST00000672846.1_3"	"APTX"	"-"	"nonsense_mediated_decay"	115008
"chr5"	163546103	163661103	"ENST00000521805.1_3"	"AC008662.1"	"-"	"lncRNA"	115000
"chr20"	47538247	47653230	"ENST00000371917.5_2"	"ARFGEF2"	"+"	"protein_coding"	114983
"chr16"	50441576	50556549	"ENST00000637635.1_1"	"AC007493.1"	"+"	"lncRNA"	114973
"chrX"	54094756	54209687	"ENST00000375180.7_5"	"FAM120C"	"-"	"protein_coding"	114931
"chr8"	75005779	75120705	"ENST00000668834.1_1"	"AC087627.1"	"+"	"lncRNA"	114926
"chr6"	159071045	159185908	"ENST00000367081.7_3"	"SYTL3"	"+"	"protein_coding"	114863
"chr3"	183415584	183530412	"ENST00000305135.10_2"	"YEATS2"	"+"	"protein_coding"	114828
"chr1"	99355800	99470588	"ENST00000370188.7_4"	"PLPPR5"	"-"	"protein_coding"	114788
"chr6"	111804757	111919505	"ENST00000532353.1_1"	"TRAF3IP2-AS1"	"+"	"lncRNA"	114748
"chr2"	25450723	25565459	"ENST00000264709.7_5"	"DNMT3A"	"-"	"protein_coding"	114736
"chr21"	42539727	42654445	"ENST00000347667.5_1"	"BACE2"	"+"	"protein_coding"	114718
"chr6"	170599790	170714436	"ENST00000630384.2_1"	"FAM120B"	"+"	"protein_coding"	114646
"chr12"	107168459	107283094	"ENST00000392837.9_6"	"RIC8B"	"+"	"protein_coding"	114635
"chr2"	217122587	217237206	"ENST00000273067.5_4"	"MARCHF4"	"-"	"protein_coding"	114619
"chrX"	24576203	24690794	"ENST00000379145.5_4"	"PCYT1B"	"-"	"protein_coding"	114591
"chr3"	147111208	147225773	"ENST00000472523.1_1"	"ZIC1"	"+"	"processed_transcript"	114565
"chrX"	15579169	15693731	"ENST00000649243.1_3"	"AC097625.1"	"-"	"nonsense_mediated_decay"	114562
"chr7"	137687069	137801612	"ENST00000468877.2_1"	"AKR1D1"	"+"	"processed_transcript"	114543
"chr10"	27035524	27150016	"ENST00000376137.8_4"	"ABI1"	"-"	"protein_coding"	114492
"chr2"	64863666	64978139	"ENST00000476805.2_5"	"SERTAD2"	"-"	"processed_transcript"	114473
"chr8"	10582908	10697357	"ENST00000554914.1_3"	"AC105001.2"	"-"	"protein_coding"	114449
"chr14"	50583847	50698296	"ENST00000216373.10_4"	"SOS2"	"-"	"protein_coding"	114449
"chr16"	3415111	3529550	"ENST00000575785.2_3"	"AC025283.2"	"+"	"nonsense_mediated_decay"	114439
"chr9"	96213966	96328394	"ENST00000277165.11_2"	"FAM120A"	"+"	"protein_coding"	114428
"chr14"	104199531	104313912	"ENST00000202556.14_4"	"PPP1R13B"	"-"	"protein_coding"	114381
"chr1"	143119060	143233417	"ENST00000438000.1"	"RP11-782C8.1"	"+"	"lincRNA"	114357
"chr18"	44383180	44497470	"ENST00000585916.6_5"	"PIAS2"	"-"	"protein_coding"	114290
"chr15"	30950919	31065196	"ENST00000602616.6_2"	"AC091057.1"	"+"	"lncRNA"	114277
"chr2"	47922957	48037202	"ENST00000652107.1_2"	"MSH6"	"+"	"protein_coding"	114245
"chr9"	12700099	12814344	"ENST00000417638.1_3"	"LURAP1L-AS1"	"-"	"lncRNA"	114245
"chr2"	30064052	30178271	"ENST00000669284.1_3"	"AC106870.3"	"-"	"lncRNA"	114219
"chr17"	16593574	16707767	"ENST00000448331.7_2"	"AC098850.3"	"+"	"nonsense_mediated_decay"	114193
"chr12"	12510011	12624167	"ENST00000314565.9_3"	"BORCS5"	"+"	"protein_coding"	114156
"chr7"	91761087	91875238	"ENST00000650585.1_3"	"AC000120.3"	"-"	"protein_coding"	114151
"chr9"	137218300	137332431	"ENST00000481739.2_5"	"RXRA"	"+"	"protein_coding"	114131
"chr12"	59716545	59830655	"ENST00000661804.1_1"	"AC108721.2"	"+"	"lncRNA"	114110
"chr14"	50885242	50999327	"ENST00000013125.8_3"	"MAP4K5"	"-"	"protein_coding"	114085
"chr19"	37583920	37697976	"ENST00000588873.1_7"	"AC012309.1"	"-"	"protein_coding"	114056
"chr14"	74964885	75078940	"ENST00000261978.9_5"	"LTBP2"	"-"	"protein_coding"	114055
"chr16"	75681688	75795728	"ENST00000653858.1_1"	"TERF2IP"	"+"	"protein_coding"	114040
"chr15"	90931473	91045471	"ENST00000268182.10_2"	"IQGAP1"	"+"	"protein_coding"	113998
"chr20"	5731046	5845041	"ENST00000303142.11_2"	"SHLD1"	"+"	"protein_coding"	113995
"chr16"	28109296	28223286	"ENST00000304658.10_3"	"XPO6"	"-"	"protein_coding"	113990
"chr3"	20081937	20195896	"ENST00000263754.5_2"	"KAT2B"	"+"	"protein_coding"	113959
"chr5"	37839985	37953929	"ENST00000637926.1_1"	"GDNF-AS1"	"+"	"lncRNA"	113944
"chr18"	29409159	29523091	"ENST00000283351.10_5"	"TRAPPC8"	"-"	"protein_coding"	113932
"chr1"	227751243	227865144	"ENST00000608949.5_1"	"ZNF678"	"+"	"protein_coding"	113901
"chr15"	89631686	89745586	"ENST00000352732.10_2"	"ABHD2"	"+"	"protein_coding"	113900
"chr9"	36190927	36304778	"ENST00000464497.5_1"	"CLTA"	"+"	"nonsense_mediated_decay"	113851
"chr19"	10828754	10942579	"ENST00000355667.11_5"	"DNM2"	"+"	"protein_coding"	113825
"chr12"	21796983	21910791	"ENST00000539782.1_3"	"LDHB"	"-"	"protein_coding"	113808
"chr11"	112508064	112621854	"ENST00000648201.1_1"	"AP003100.2"	"+"	"lncRNA"	113790
"chr16"	74905259	75019021	"ENST00000262144.11_4"	"WDR59"	"-"	"protein_coding"	113762
"chr14"	24407970	24521718	"ENST00000656462.1_3"	"DHRS4-AS1"	"-"	"lncRNA"	113748
"chr16"	70721341	70835061	"ENST00000261776.10_4"	"VAC14"	"-"	"protein_coding"	113720
"chr13"	19997191	20110902	"ENST00000390680.2_6"	"TPTE2"	"-"	"protein_coding"	113711
"chr11"	70116795	70230502	"ENST00000253925.12_3"	"PPFIA1"	"+"	"protein_coding"	113707
"chr12"	75671008	75784702	"ENST00000328705.7_3"	"CAPS2"	"-"	"nonsense_mediated_decay"	113694
"chr13"	106602746	106716418	"ENST00000657278.1_3"	"AL138701.2"	"-"	"lncRNA"	113672
"chr15"	99677757	99791428	"ENST00000558663.5_6"	"TTC23"	"-"	"protein_coding"	113671
"chr9"	123363088	123476748	"ENST00000373930.4_4"	"MEGF9"	"-"	"protein_coding"	113660
"chr6"	100441939	100555489	"ENST00000661108.1_1"	"MCHR2-AS1"	"+"	"lncRNA"	113550
"chr7"	93907991	94021508	"ENST00000642601.1_3"	"AC002074.1"	"-"	"lncRNA"	113517
"chr20"	43595152	43708662	"ENST00000372806.8_2"	"STK4"	"+"	"protein_coding"	113510
"chr10"	31495206	31608620	"ENST00000605946.1_4"	"ZEB1-AS1"	"-"	"lncRNA"	113414
"chr15"	22892699	23006016	"ENST00000617928.5_2"	"CYFIP1"	"+"	"protein_coding"	113317
"chr5"	112658724	112772038	"ENST00000416046.2_1"	"AC079465.1"	"+"	"lncRNA"	113314
"chr4"	119643977	119757281	"ENST00000280551.11_4"	"SEC24D"	"-"	"protein_coding"	113304
"chr6"	112558006	112671296	"ENST00000587816.2_5"	"AL365214.2"	"+"	"protein_coding"	113290
"chr8"	31883725	31997011	"ENST00000656776.1_2"	"NRG1-IT1"	"+"	"lncRNA"	113286
"chr7"	141607612	141720880	"ENST00000465654.5_1"	"MGAM"	"+"	"protein_coding"	113268
"chr1"	78445225	78558488	"ENST00000476882.1_1"	"GIPC2"	"+"	"processed_transcript"	113263
"chr9"	6532466	6645729	"ENST00000321612.8_5"	"GLDC"	"-"	"protein_coding"	113263
"chr1"	100435594	100548848	"ENST00000639171.1_1"	"AC118553.2"	"+"	"nonsense_mediated_decay"	113254
"chr11"	62201017	62314268	"ENST00000257247.11_6"	"AHNAK"	"-"	"protein_coding"	113251
"chr12"	54747575	54860769	"ENST00000552785.1_1"	"AC079313.1"	"+"	"lncRNA"	113194
"chr8"	145203547	145316712	"ENST00000534366.5_1"	"MROH1"	"+"	"protein_coding"	113165
"chr6"	131792010	131905169	"ENST00000673234.1_1"	"ARG1"	"+"	"nonsense_mediated_decay"	113159
"chr9"	4553385	4666508	"ENST00000485616.5_3"	"SPATA6L"	"-"	"nonsense_mediated_decay"	113123
"chrX"	150732146	150845211	"ENST00000370357.5_2"	"PASD1"	"+"	"protein_coding"	113065
"chr18"	70818475	70931538	"ENST00000584544.5_3"	"LINC02864"	"-"	"lncRNA"	113063
"chr16"	48278210	48391260	"ENST00000285737.9_2"	"LONP2"	"+"	"protein_coding"	113050
"chr10"	127585132	127698161	"ENST00000368693.6_2"	"FANK1"	"+"	"protein_coding"	113029
"chr3"	81889690	82002685	"ENST00000670278.1_1"	"AC129807.1"	"+"	"lncRNA"	112995
"chr6"	34247455	34360446	"ENST00000607016.2_4"	"NUDT3"	"-"	"protein_coding"	112991
"chr6"	170924602	171037581	"ENST00000656791.1_3"	"AL672310.1"	"+"	"lncRNA"	112979
"chrX"	37430821	37543716	"ENST00000378621.7_1"	"LANCL3"	"+"	"protein_coding"	112895
"chr13"	108987795	109100664	"ENST00000636252.1_2"	"AL138694.1"	"+"	"lncRNA"	112869
"chr4"	2514203	2627047	"ENST00000508235.1_3"	"RNF4"	"+"	"nonsense_mediated_decay"	112844
"chr5"	148543517	148656339	"ENST00000522685.1_3"	"AC012613.1"	"-"	"lncRNA"	112822
"chr6"	20099914	20212700	"ENST00000324607.8_4"	"MBOAT1"	"-"	"protein_coding"	112786
"chr2"	150602161	150714901	"ENST00000658047.1_3"	"LINC01931"	"-"	"lncRNA"	112740
"chr1"	98399029	98511703	"ENST00000602672.2_4"	"MIR137HG"	"-"	"lncRNA"	112674
"chr5"	16067247	16179900	"ENST00000332432.9_4"	"MARCHF11"	"-"	"protein_coding"	112653
"chr2"	1635658	1748287	"ENST00000252804.9_4"	"PXDN"	"-"	"protein_coding"	112629
"chr1"	229228565	229341175	"ENST00000666388.1_3"	"LINC02814"	"-"	"lncRNA"	112610
"chr2"	68694716	68807294	"ENST00000303795.9_4"	"APLF"	"+"	"protein_coding"	112578
"chr21"	29488412	29600986	"ENST00000453420.5_3"	"LINC01695"	"-"	"lncRNA"	112574
"chr8"	38127221	38239789	"ENST00000317025.13_6"	"NSD3"	"-"	"protein_coding"	112568
"chr6"	39760151	39872645	"ENST00000274867.9_3"	"DAAM2"	"+"	"protein_coding"	112494
"chr19"	28172123	28284611	"ENST00000665996.1_3"	"LINC00662"	"-"	"lncRNA"	112488
"chrX"	73641327	73753751	"ENST00000587091.6_3"	"SLC16A2"	"+"	"protein_coding"	112424
"chr5"	38558931	38671318	"ENST00000500817.2_1"	"LIFR-AS1"	"+"	"lncRNA"	112387
"chr6"	92267009	92379387	"ENST00000656997.1_3"	"CASC6"	"-"	"lncRNA"	112378
"chr6"	110567130	110679475	"ENST00000338882.4_3"	"METTL24"	"-"	"protein_coding"	112345
"chr20"	45186461	45298778	"ENST00000290317.9_4"	"SLC13A3"	"-"	"protein_coding"	112317
"chr22"	19166985	19279242	"ENST00000427926.6_5"	"CLTCL1"	"-"	"protein_coding"	112257
"chr15"	101256453	101368702	"ENST00000559755.1_1"	"AC087762.1"	"+"	"lncRNA"	112249
"chr14"	45431392	45543634	"ENST00000361462.7_3"	"TOGARAM1"	"+"	"protein_coding"	112242
"chr2"	120302007	120414237	"ENST00000295220.10_1"	"CFAP221"	"+"	"nonsense_mediated_decay"	112230
"chr18"	53553266	53665450	"ENST00000654280.1_3"	"LINC01416"	"-"	"lncRNA"	112184
"chr5"	70751477	70863647	"ENST00000358731.9_5"	"BDP1"	"+"	"protein_coding"	112170
"chr2"	99235568	99347595	"ENST00000393487.6_5"	"MGAT4A"	"-"	"protein_coding"	112027
"chr4"	160586984	160698980	"ENST00000513718.2_4"	"LINC02233"	"-"	"lncRNA"	111996
"chr1"	67278567	67390539	"ENST00000371026.8_4"	"DNAI4"	"-"	"protein_coding"	111972
"chr16"	75032921	75144892	"ENST00000335325.9_2"	"ZNRF1"	"+"	"protein_coding"	111971
"chr12"	70636809	70748773	"ENST00000418359.7_2"	"CNOT2"	"+"	"protein_coding"	111964
"chr1"	150337125	150449042	"ENST00000401000.8_1"	"RPRD2"	"+"	"protein_coding"	111917
"chr11"	85668217	85780126	"ENST00000393346.8_5"	"PICALM"	"-"	"protein_coding"	111909
"chr7"	121968545	122080442	"ENST00000630777.2_2"	"AC004594.1"	"+"	"lncRNA"	111897
"chr1"	230450235	230562078	"ENST00000391860.7_8"	"PGBD5"	"-"	"protein_coding"	111843
"chr8"	2584502	2696345	"ENST00000654515.1_3"	"AC246817.1"	"+"	"lncRNA"	111843
"chr5"	154466989	154578812	"ENST00000660390.1_1"	"AC010476.2"	"+"	"lncRNA"	111823
"chr8"	86999551	87111315	"ENST00000521564.1_1"	"ATP6V0D2"	"+"	"protein_coding"	111764
"chr4"	16402052	16513810	"ENST00000512370.5_1"	"AC097515.1"	"+"	"lncRNA"	111758
"chr3"	178677908	178789619	"ENST00000652290.1_3"	"ZMAT3"	"-"	"protein_coding"	111711
"chr3"	27414211	27525911	"ENST00000425128.6_3"	"SLC4A7"	"-"	"protein_coding"	111700
"chr12"	175932	287621	"ENST00000538872.6_3"	"IQSEC3"	"+"	"protein_coding"	111689
"chr15"	69452973	69564546	"ENST00000261858.7_3"	"GLCE"	"+"	"protein_coding"	111573
"chr14"	91580416	91691976	"ENST00000256324.15_3"	"DGLUCY"	"+"	"protein_coding"	111560
"chr15"	46985485	47097042	"ENST00000559148.1_1"	"AC073941.1"	"+"	"lncRNA"	111557
"chr8"	80830951	80942494	"ENST00000276585.9_4"	"MRPS28"	"-"	"protein_coding"	111543
"chr9"	36376004	36487545	"ENST00000488058.1_3"	"RNF38"	"-"	"processed_transcript"	111541
"chr7"	44418717	44530257	"ENST00000355451.8_4"	"NUDCD3"	"-"	"protein_coding"	111540
"chr17"	68013464	68125000	"ENST00000435112.5_3"	"AC005208.1"	"-"	"lncRNA"	111536
"chr9"	130341648	130453165	"ENST00000637521.2_4"	"STXBP1"	"+"	"protein_coding"	111517
"chr13"	22066829	22178309	"ENST00000382374.9_4"	"MICU2"	"-"	"protein_coding"	111480
"chr1"	143356064	143467532	"ENST00000443548.1"	"RP11-435B5.4"	"-"	"lincRNA"	111468
"chr1"	177140093	177251558	"ENST00000361539.5_2"	"BRINP2"	"+"	"protein_coding"	111465
"chr6"	142847591	142959026	"ENST00000447311.1_3"	"AL359313.1"	"-"	"lncRNA"	111435
"chr3"	150479939	150591341	"ENST00000663257.1_1"	"SIAH2-AS1"	"+"	"lncRNA"	111402
"chr14"	51186480	51297880	"ENST00000530997.7_6"	"NIN"	"-"	"protein_coding"	111400
"chr20"	31219984	31331373	"ENST00000645058.1_3"	"FO393400.1"	"-"	"nonsense_mediated_decay"	111389
"chr17"	80059345	80170689	"ENST00000389641.9_5"	"CCDC57"	"-"	"protein_coding"	111344
"chr17"	66409763	66521090	"ENST00000590353.1_2"	"AC007780.1"	"+"	"lncRNA"	111327
"chr3"	81043029	81154333	"ENST00000666491.1_1"	"LINC02027"	"+"	"lncRNA"	111304
"chr2"	139426726	139537960	"ENST00000272641.4_4"	"NXPH2"	"-"	"protein_coding"	111234
"chr11"	69924407	70035634	"ENST00000355303.9_3"	"ANO1"	"+"	"protein_coding"	111227
"chr2"	107871146	107982329	"ENST00000443123.1_3"	"LINC01789"	"-"	"lncRNA"	111183
"chr3"	137906089	138017226	"ENST00000538260.5_1"	"ARMC8"	"+"	"protein_coding"	111137
"chr21"	47878803	47989928	"ENST00000417564.3_3"	"DIP2A"	"+"	"protein_coding"	111125
"chr4"	47916158	48027211	"ENST00000513724.1_1"	"NIPAL1"	"+"	"processed_transcript"	111053
"chr10"	32556678	32667726	"ENST00000375110.6_3"	"EPC1"	"-"	"protein_coding"	111048
"chr1"	81001439	81112473	"ENST00000418041.5_1"	"LINC01781"	"+"	"lncRNA"	111034
"chr13"	41129803	41240778	"ENST00000379561.6_4"	"FOXO1"	"-"	"protein_coding"	110975
"chr14"	101302605	101413531	"ENST00000637474.1_1"	"AL117190.1"	"+"	"lncRNA"	110926
"chr1"	156904631	157015534	"ENST00000368194.8_4"	"ARHGEF11"	"-"	"protein_coding"	110903
"chr20"	33302577	33413454	"ENST00000359003.7_6"	"NCOA6"	"-"	"protein_coding"	110877
"chr7"	6201406	6312275	"ENST00000396741.3_4"	"CYTH3"	"-"	"protein_coding"	110869
"chr1"	142619122	142729975	"ENST00000411746.1"	"RP11-417J8.3"	"+"	"lincRNA"	110853
"chr4"	1873119	1983919	"ENST00000508803.6_3"	"NSD2"	"+"	"protein_coding"	110800
"chrX"	131513231	131623996	"ENST00000370844.5_3"	"MBNL3"	"-"	"protein_coding"	110765
"chr16"	52470328	52581055	"ENST00000219746.14_4"	"TOX3"	"-"	"protein_coding"	110727
"chr10"	31322017	31432742	"ENST00000658872.1_1"	"AL359546.1"	"+"	"lncRNA"	110725
"chr5"	42813929	42924637	"ENST00000651306.1_1"	"AC008945.2"	"+"	"lncRNA"	110708
"chr2"	97541621	97652317	"ENST00000490605.3_7"	"FAM178B"	"-"	"protein_coding"	110696
"chr14"	77972339	78082980	"ENST00000216484.7_3"	"SPTLC2"	"-"	"protein_coding"	110641
"chr5"	82767492	82878122	"ENST00000342785.8_3"	"VCAN"	"+"	"protein_coding"	110630
"chrY"	22626801	22737383	"ENST00000661812.1_3"	"TTTY10"	"-"	"lncRNA"	110582
"chr2"	47293079	47403650	"ENST00000422269.1_5"	"AC073283.3"	"-"	"nonsense_mediated_decay"	110571
"chr7"	141811553	141922124	"ENST00000477922.3_1"	"MGAM2"	"+"	"protein_coding"	110571
"chrX"	119170200	119280760	"ENST00000553843.5_1"	"RHOXF1-AS1"	"+"	"lncRNA"	110560
"chr2"	169777290	169887834	"ENST00000650372.1_5"	"ABCB11"	"-"	"protein_coding"	110544
"chr7"	29846169	29956682	"ENST00000242140.9_2"	"WIPF3"	"+"	"protein_coding"	110513
"chr10"	23216952	23327452	"ENST00000376528.8_1"	"ARMC3"	"+"	"protein_coding"	110500
"chr1"	182419280	182529732	"ENST00000294854.13_3"	"RGSL1"	"+"	"protein_coding"	110452
"chr7"	74064570	74175022	"ENST00000650807.1_2"	"GTF2I"	"+"	"protein_coding"	110452
"chr5"	78985658	79096045	"ENST00000446378.3_2"	"CMYA5"	"+"	"protein_coding"	110387
"chr2"	132905163	133015542	"ENST00000470729.5_3"	"ANKRD30BL"	"-"	"processed_transcript"	110379
"chr6"	87865282	87975661	"ENST00000369577.8_3"	"ZNF292"	"+"	"protein_coding"	110379
"chr8"	8640863	8751140	"ENST00000276282.7_4"	"MFHAS1"	"-"	"protein_coding"	110277
"chr8"	57358795	57469072	"ENST00000662661.1_1"	"AC012349.1"	"+"	"lncRNA"	110277
"chr10"	99894380	100004651	"ENST00000370584.7_4"	"R3HCC1L"	"+"	"protein_coding"	110271
"chr22"	45148437	45258664	"ENST00000389774.6_2"	"ARHGAP8"	"+"	"protein_coding"	110227
"chr19"	40972147	41082370	"ENST00000352632.7_1"	"SPTBN4"	"+"	"protein_coding"	110223
"chr4"	65779998	65890203	"ENST00000509932.2_4"	"LINC02232"	"-"	"lncRNA"	110205
"chrX"	20024830	20135025	"ENST00000379643.10_5"	"MAP7D2"	"-"	"protein_coding"	110195
"chr2"	128458600	128568745	"ENST00000322313.9_4"	"WDR33"	"-"	"protein_coding"	110145
"chr17"	33338367	33448512	"ENST00000593039.5_7"	"AC004223.3"	"-"	"protein_coding"	110145
"chr12"	113345432	113455556	"ENST00000552784.1_3"	"AC004551.1"	"-"	"lncRNA"	110124
"chr5"	54720681	54830797	"ENST00000264775.9_5"	"PLPP1"	"-"	"protein_coding"	110116
"chr13"	86634947	86745025	"ENST00000445967.1_1"	"AL354994.1"	"+"	"lncRNA"	110078
"chr4"	166568787	166678819	"ENST00000668379.1_3"	"AC080079.2"	"-"	"lncRNA"	110032
"chr11"	66615887	66725854	"ENST00000529047.6_4"	"PC"	"-"	"protein_coding"	109967
"chr7"	90032747	90142705	"ENST00000480135.1_1"	"AC006153.1"	"+"	"lncRNA"	109958
"chr16"	8768473	8878427	"ENST00000268251.13_2"	"ABAT"	"+"	"protein_coding"	109954
"chr10"	116054582	116164515	"ENST00000369271.7_3"	"AFAP1L2"	"-"	"protein_coding"	109933
"chr2"	16405314	16515246	"ENST00000420404.2_2"	"AC010745.2"	"+"	"lncRNA"	109932
"chr16"	55880065	55989943	"ENST00000521992.5_3"	"CES5A"	"-"	"protein_coding"	109878
"chr16"	58553854	58663730	"ENST00000317147.10_5"	"CNOT1"	"-"	"protein_coding"	109876
"chr7"	90032832	90142697	"ENST00000483862.5_1"	"CLDN12"	"+"	"processed_transcript"	109865
"chr1"	145209144	145318987	"ENST00000612520.2_2"	"NBPF10"	"+"	"protein_coding"	109843
"chr15"	100347195	100457023	"ENST00000670627.1_1"	"AC090825.1"	"+"	"lncRNA"	109828
"chr12"	1639056	1748875	"ENST00000539198.5_1"	"WNT5B"	"+"	"protein_coding"	109819
"chrX"	79591002	79700810	"ENST00000538312.5_1"	"TENT5D"	"+"	"protein_coding"	109808
"chr6"	68598868	68708643	"ENST00000653528.1_1"	"AL713998.4"	"+"	"lncRNA"	109775
"chr2"	44113362	44223128	"ENST00000260665.12_4"	"LRPPRC"	"-"	"protein_coding"	109766
"chr1"	155719452	155829191	"ENST00000615926.4_4"	"GON4L"	"-"	"protein_coding"	109739
"chr2"	64370372	64479966	"ENST00000438115.7_2"	"AC012368.1"	"+"	"lncRNA"	109594
"chr5"	70633008	70742599	"ENST00000671145.1_3"	"LINC02197"	"-"	"lncRNA"	109591
"chr13"	78109808	78219394	"ENST00000535157.5_1"	"SCEL"	"+"	"protein_coding"	109586
"chr12"	63952692	64062273	"ENST00000324472.9_5"	"DPY19L2"	"-"	"protein_coding"	109581
"chr6"	34555064	34664636	"ENST00000374026.7_6"	"ILRUN"	"-"	"protein_coding"	109572
"chr8"	132916339	133025889	"ENST00000254624.10_6"	"EFR3A"	"+"	"protein_coding"	109550
"chr15"	41952609	42062141	"ENST00000219905.11_3"	"MGA"	"+"	"protein_coding"	109532
"chr1"	103958601	104068126	"ENST00000662345.1_3"	"AC095032.1"	"-"	"lncRNA"	109525
"chr11"	13299298	13408810	"ENST00000529388.6_3"	"ARNTL"	"+"	"protein_coding"	109512
"chr20"	33890368	33999834	"ENST00000374380.6_3"	"UQCC1"	"-"	"protein_coding"	109466
"chr7"	97920961	98030402	"ENST00000005260.9_4"	"BAIAP2L1"	"-"	"protein_coding"	109441
"chr1"	119573838	119683276	"ENST00000235521.5_3"	"WARS2"	"-"	"protein_coding"	109438
"chr12"	69864167	69973573	"ENST00000549921.6_2"	"FRS2"	"+"	"protein_coding"	109406
"chr4"	42283846	42393250	"ENST00000503321.1_3"	"AC024022.1"	"-"	"lncRNA"	109404
"chr8"	119303446	119412844	"ENST00000430457.1_1"	"AC023590.1"	"+"	"lncRNA"	109398
"chr4"	177604688	177714076	"ENST00000618562.2_4"	"VEGFC"	"-"	"protein_coding"	109388
"chr1"	142620644	142729967	"ENST00000610091.1"	"RP11-417J8.6"	"-"	"lincRNA"	109323
"chrX"	3522380	3631690	"ENST00000262848.6_4"	"PRKX"	"-"	"protein_coding"	109310
"chr17"	27398139	27507416	"ENST00000527372.7_5"	"MYO18A"	"-"	"protein_coding"	109277
"chr12"	389222	498486	"ENST00000399788.7_4"	"KDM5A"	"-"	"protein_coding"	109264
"chr1"	177897925	178007142	"ENST00000464428.2_3"	"CRYZL2P-SEC16B"	"-"	"retained_intron"	109217
"chrX"	108616134	108725315	"ENST00000218006.3_4"	"GUCY2F"	"-"	"protein_coding"	109181
"chr2"	178148235	178257415	"ENST00000397057.6_3"	"AC019080.1"	"-"	"lncRNA"	109180
